OrderDate,OrderID,DeliveryDate,CustomerID,Location,Zone,DeliveryType,ProductCategory,SubCategory,Product,UnitPrice,ShippingFee,OrderQuantity,SalePrice,Status,Rating,Reason,Customer_age,Delivery_days
2018-09-16,4037,2018-09-24,951,Ashanti,Central,Shipped from Abroad,Home and Office,Stationery,Parker Pen,1134.97,48.31,1,1183.28,Delivered,1,,48,8
2017-02-12,4038,2017-03-01,747,Greater Accra,Central,Shipped from Abroad,Fashion,Shoes,Adidas Ultraboost,1182.79,40.17,4,4771.33,Delivered,3,,54,17
2019-09-05,4039,2019-09-20,736,Ashanti,East,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,480.0,41.29,1,521.29,Delivered,2,,33,15
2019-05-15,4040,2019-05-19,423,Greater Accra,East,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,1171.37,28.11,5,5884.96,Delivered,1,,59,4
2016-06-18,4041,2016-06-20,693,Weija,West,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,71.38,45.51,3,259.65,Returned,1,Arrived Late,29,2
2016-04-03,4042,2016-04-12,678,Oti,East,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1383.09,19.62,2,2785.8,Delivered,3,,36,9
2017-11-18,4043,2017-12-01,346,Volta,West,Standard Delivery,Phones and Tablet,Mobile phones,iPhone 12,1005.95,15.14,1,1021.09,Delivered,1,,70,13
2018-09-19,4044,2018-09-24,114,Volta,North,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,451.24,16.72,4,1821.68,Delivered,3,,35,5
2019-07-22,4045,2019-07-28,1,Western,West,Express,Home and Office,Furniture,Ergonomic Office Chair,830.93,34.8,1,865.73,Returned,2,Not as expected,27,6
2018-11-19,4046,2018-12-08,546,Volta,Central,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,775.91,7.64,3,2335.37,Delivered,2,,62,19
2017-01-20,4047,2017-02-04,650,Greater Accra,West,Shipped from Abroad,Fashion,Shoes,Nike Air Max,1285.74,46.13,5,6474.83,Delivered,2,,34,15
2015-05-03,4048,2015-05-23,187,Volta,East,Standard Delivery,Home and Office,Stationery,Parker Pen,199.57,7.02,5,1004.87,Returned,1,Arrived Late,47,20
2019-04-27,4049,2019-04-29,26,Western,West,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1376.57,21.28,1,1397.85,Returned,2,Not as expected,60,2
2018-05-09,4050,2018-05-20,566,Oti,Central,Shipped from Abroad,Fashion,Shoes,Nike Air Max,1161.12,41.58,2,2363.82,Delivered,1,,29,11
2015-08-07,4051,2015-08-17,540,Upper East,South,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,1421.08,32.26,4,5716.58,Delivered,1,,53,10
2016-12-01,4052,2016-12-08,689,Volta,East,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,500.72,48.16,1,548.88,Returned,2,Not as expected,20,7
2020-08-08,4053,2020-08-27,677,Volta,North,Express,Health and beauty,Makeup,Maybelline Foundation,71.91,15.32,5,374.87,Delivered,1,,45,19
2019-09-02,4054,2019-09-14,659,Western,South,Express,Electronics,Home Theatre,LG Soundbar,456.75,41.06,5,2324.81,Returned,1,Arrived Late,67,12
2018-06-23,4055,2018-07-01,243,Oti,South,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1482.98,33.06,3,4482.0,Delivered,3,,61,8
2016-03-12,4056,2016-03-29,493,Upper East,West,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,1153.78,7.71,5,5776.61,Cancelled,1,Changed Mind,28,17
2015-12-26,4057,2015-12-30,957,Upper East,South,Shipped from Abroad,Home and Office,Stationery,Parker Pen,545.7,18.82,4,2201.62,Delivered,1,,22,4
2015-01-19,4058,2015-02-08,783,Volta,West,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,296.94,42.47,4,1230.23,Delivered,2,,59,20
2015-06-10,4059,2015-06-16,920,Ashanti,South,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,892.12,12.44,5,4473.04,Delivered,4,,50,6
2019-06-05,4060,2019-06-21,823,Greater Accra,West,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,580.46,28.35,2,1189.27,Delivered,2,,29,16
2016-02-21,4061,2016-02-24,94,Ashanti,South,Shipped from Abroad,Electronics,Digital Cameras,Nikon D3500,530.99,36.98,1,567.97,Delivered,3,,50,3
2017-10-20,4062,2017-10-28,30,Volta,Central,Express,Fashion,Shoes,Nike Air Max,1083.91,33.43,3,3285.16,Delivered,3,,48,8
2018-11-29,4063,2018-12-15,634,Greater Accra,Central,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,1230.03,23.55,2,2483.61,Returned,1,Arrived Late,57,16
2020-10-19,4064,2020-10-27,282,Oti,East,Standard Delivery,Electronics,Smartwatches,Apple Watch Series 6,551.63,24.55,4,2231.07,Delivered,4,,21,8
2019-03-08,4065,2019-03-25,482,Greater Accra,West,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,389.32,8.05,3,1176.01,Delivered,1,,39,17
2019-05-29,4066,2019-06-08,123,Ashanti,East,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,413.8,45.09,1,458.89,Delivered,3,,68,10
2020-10-21,4067,2020-10-30,673,Western,East,Shipped from Abroad,Electronics,Digital Cameras,Sony Alpha a6000,407.8,40.33,1,448.13,Delivered,1,,27,9
2015-07-10,4068,2015-07-17,804,Weija,North,Express,Home and Office,Stationery,Parker Pen,1282.66,31.48,2,2596.8,Delivered,5,,68,7
2015-08-29,4069,2015-09-16,982,Greater Accra,South,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,83.88,11.43,2,179.19,Delivered,1,,30,18
2018-08-21,4070,2018-09-07,374,Ashanti,Central,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1369.4,36.73,1,1406.13,Delivered,2,,62,17
2019-07-12,4071,2019-07-23,12,Weija,Central,Express,Fashion,Shoes,Nike Air Max,325.97,11.28,2,663.22,Delivered,2,,28,11
2018-10-21,4072,2018-10-30,193,Western,South,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1341.62,20.94,5,6729.04,Delivered,2,,54,9
2016-03-16,4073,2016-03-28,6,Upper East,East,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,758.77,12.68,4,3047.76,Delivered,4,,51,12
2016-12-18,4074,2017-01-06,205,Greater Accra,North,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1300.76,23.38,2,2624.9,Returned,2,Arrived Late,31,19
2020-09-23,4075,2020-09-26,633,Greater Accra,East,Express,Fashion,Accessories,Leather Wallet,1405.7,23.14,5,7051.64,Delivered,2,,60,3
2020-11-12,4076,2020-11-14,790,Ashanti,West,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,448.81,36.65,3,1383.08,Delivered,4,,36,2
2019-09-30,4077,2019-10-11,418,Greater Accra,East,Express,Home and Office,Stationery,Parker Pen,1107.04,37.96,5,5573.16,Delivered,3,,41,11
2017-06-30,4078,2017-07-11,302,Volta,North,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1123.61,34.07,1,1157.68,Cancelled,2,Defective,27,11
2016-12-29,4079,2017-01-15,90,Greater Accra,Central,Express,Electronics,Digital Cameras,Nikon D3500,1464.91,49.21,2,2979.03,Delivered,3,,21,17
2020-07-29,4080,2020-08-13,546,Ashanti,South,Shipped from Abroad,Fashion,Clothing,Men's Denim Jacket,650.83,31.53,4,2634.85,Delivered,3,,62,15
2019-12-15,4081,2019-12-27,747,Ashanti,South,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,1019.05,12.61,4,4088.81,Returned,1,Not as expected,54,12
2015-12-07,4082,2015-12-14,658,Greater Accra,Central,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,535.64,10.65,5,2688.85,Delivered,1,,27,7
2016-04-25,4083,2016-05-15,708,Oti,West,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,21.55,10.17,4,96.37,Delivered,4,,49,20
2016-08-23,4084,2016-09-10,562,Ashanti,West,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1283.02,24.7,3,3873.76,Delivered,4,,70,18
2020-05-24,4085,2020-06-11,589,Oti,South,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,456.5,21.39,2,934.39,Delivered,4,,69,18
2020-04-08,4086,2020-04-16,519,Greater Accra,West,Express,Fashion,Clothing,Men's Denim Jacket,49.9,14.02,3,163.72,Delivered,2,,34,8
2017-08-29,4087,2017-09-13,422,Weija,East,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,1132.77,22.25,4,4553.33,Delivered,1,,68,15
2020-01-30,4088,2020-02-15,176,Weija,North,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1281.48,18.69,2,2581.65,Delivered,3,,59,16
2016-02-24,4089,2016-03-08,605,Volta,North,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,690.08,7.75,4,2768.07,Delivered,2,,43,13
2019-08-23,4090,2019-08-26,135,Weija,East,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,802.58,29.15,4,3239.47,Delivered,2,,41,3
2019-07-16,4091,2019-07-19,36,Weija,Central,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,1371.33,45.32,4,5530.64,Delivered,3,,69,3
2017-09-27,4092,2017-10-14,715,Upper East,West,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,891.96,38.57,4,3606.41,Delivered,3,,51,17
2018-08-21,4093,2018-08-28,19,Upper East,Central,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,635.25,10.1,3,1915.85,Delivered,3,,44,7
2017-10-14,4094,2017-11-02,182,Greater Accra,South,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,588.71,36.58,5,2980.13,Delivered,1,,28,19
2018-09-10,4095,2018-09-17,882,Volta,East,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,1153.58,28.95,2,2336.11,Delivered,3,,66,7
2017-07-29,4096,2017-08-16,765,Oti,East,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1194.36,25.36,4,4802.8,Delivered,2,,45,18
2017-01-23,4097,2017-01-31,151,Ashanti,West,Shipped from Abroad,Fashion,Shoes,Nike Air Max,1390.28,7.17,2,2787.73,Delivered,1,,30,8
2016-09-26,4098,2016-10-03,91,Upper East,South,Standard Delivery,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,765.65,31.58,2,1562.88,Delivered,5,,25,7
2018-04-14,4099,2018-04-18,691,Ashanti,East,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,458.49,16.79,2,933.77,Returned,1,Not as expected,21,4
2020-11-01,4100,2020-11-20,731,Weija,North,Standard Delivery,Fashion,Shoes,Nike Air Max,230.79,11.93,4,935.09,Returned,2,Not as expected,50,19
2015-03-11,4101,2015-03-30,271,Oti,North,Express,Home and Office,Furniture,Ergonomic Office Chair,68.88,16.07,1,84.95,Delivered,3,,33,19
2017-06-15,4102,2017-07-05,540,Volta,East,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,313.82,7.31,5,1576.41,Delivered,3,,53,20
2020-02-25,4103,2020-03-13,961,Oti,East,Standard Delivery,Phones and Tablet,Mobile phones,Samsung Galaxy A02,202.24,35.84,3,642.56,Delivered,3,,20,17
2016-11-06,4104,2016-11-16,815,Upper East,East,Shipped from Abroad,Fashion,Shoes,Adidas Ultraboost,1202.89,25.79,4,4837.35,Delivered,4,,50,10
2017-05-20,4105,2017-06-03,608,Upper East,Central,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,524.14,35.15,5,2655.85,Delivered,2,,49,14
2019-06-24,4106,2019-07-11,674,Ashanti,North,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,472.14,7.79,1,479.93,Delivered,1,,58,17
2020-07-26,4107,2020-08-05,231,Volta,South,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,802.88,9.62,5,4024.02,Returned,2,Arrived Late,43,10
2020-12-25,4108,2021-01-06,987,Weija,North,Express,Home and Office,Furniture,Ergonomic Office Chair,933.18,44.7,3,2844.24,Delivered,3,,20,12
2017-03-05,4109,2017-03-11,788,Western,Central,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1399.26,17.56,3,4215.34,Delivered,1,,20,6
2016-10-17,4110,2016-11-06,109,Western,Central,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1173.39,38.35,4,4731.91,Delivered,1,,46,20
2016-05-28,4111,2016-06-02,578,Weija,South,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1318.88,42.9,1,1361.78,Delivered,3,,23,5
2019-11-12,4112,2019-11-25,215,Oti,Central,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,559.87,48.04,3,1727.65,Returned,2,Not as expected,67,13
2019-07-29,4113,2019-08-07,669,Greater Accra,Central,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,60.02,12.12,1,72.14,Delivered,4,,34,9
2015-09-23,4114,2015-10-01,970,Ashanti,West,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,789.57,45.54,5,3993.39,Delivered,4,,27,8
2016-03-16,4115,2016-03-26,205,Oti,East,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,1481.77,33.78,5,7442.63,Delivered,2,,31,10
2015-07-19,4116,2015-07-24,694,Upper East,East,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,748.62,43.89,2,1541.13,Returned,1,Arrived Late,24,5
2017-03-30,4117,2017-04-01,570,Weija,West,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,1139.5,12.78,1,1152.28,Delivered,1,,34,2
2020-04-29,4118,2020-05-08,965,Volta,North,Standard Delivery,Phones and Tablet,Mobile phones,Samsung Galaxy A02,561.27,30.49,5,2836.84,Delivered,5,,50,9
2020-03-04,4119,2020-03-22,86,Oti,East,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1193.03,11.61,2,2397.67,Returned,2,Not as expected,18,18
2020-08-10,4120,2020-08-14,450,Volta,West,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,1178.85,34.08,1,1212.93,Delivered,4,,49,4
2018-02-05,4121,2018-02-12,10,Western,West,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,117.31,32.94,3,384.87,Delivered,2,,66,7
2016-04-14,4122,2016-04-23,371,Ashanti,East,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,1396.16,32.24,3,4220.72,Delivered,3,,46,9
2015-06-29,4123,2015-07-09,463,Upper East,East,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1073.1,19.71,5,5385.21,Delivered,3,,55,10
2015-06-04,4124,2015-06-14,514,Oti,South,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,1220.54,22.51,4,4904.67,Delivered,1,,36,10
2020-05-30,4125,2020-06-13,124,Western,Central,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,1122.23,48.86,5,5660.01,Delivered,3,,68,14
2018-06-28,4126,2018-07-09,953,Oti,Central,Express,Fashion,Shoes,Adidas Ultraboost,1226.45,48.92,2,2501.82,Delivered,1,,49,11
2018-11-08,4127,2018-11-25,269,Oti,North,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,837.76,31.97,5,4220.77,Cancelled,1,Changed Mind,18,17
2020-01-01,4128,2020-01-20,575,Ashanti,Central,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1425.69,48.87,5,7177.32,Returned,2,Changed Mind,20,19
2020-01-17,4129,2020-02-06,903,Upper East,Central,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,550.57,34.12,2,1135.26,Delivered,1,,64,20
2016-12-05,4130,2016-12-12,550,Oti,East,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,979.84,41.85,3,2981.37,Delivered,3,,58,7
2015-10-08,4131,2015-10-21,291,Greater Accra,East,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1488.01,33.84,5,7473.89,Returned,1,Changed Mind,28,13
2018-08-09,4132,2018-08-18,955,Ashanti,South,Express,Home and Office,Stationery,Moleskine Notebook,1102.71,28.33,5,5541.88,Returned,1,Defective,49,9
2015-10-26,4133,2015-11-08,519,Western,North,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,199.37,20.18,3,618.29,Returned,2,Changed Mind,34,13
2018-09-26,4134,2018-10-08,872,Weija,Central,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,667.3,43.73,4,2712.93,Delivered,2,,56,12
2015-09-09,4135,2015-09-14,74,Upper East,North,Express,Home and Office,Furniture,Ergonomic Office Chair,588.26,30.5,3,1795.28,Delivered,5,,67,5
2018-02-16,4136,2018-03-06,580,Western,West,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,18.76,31.85,1,50.61,Delivered,3,,33,18
2015-06-26,4137,2015-07-14,982,Weija,South,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02,360.59,19.48,4,1461.84,Delivered,1,,30,18
2018-04-11,4138,2018-04-20,398,Upper East,South,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1356.58,37.65,3,4107.39,Delivered,2,,50,9
2015-05-10,4139,2015-05-26,164,Ashanti,North,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,619.57,43.51,5,3141.36,Delivered,3,,55,16
2016-08-13,4140,2016-08-30,237,Ashanti,South,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,988.88,33.14,3,2999.78,Delivered,5,,58,17
2016-07-07,4141,2016-07-09,696,Greater Accra,South,Standard Delivery,Fashion,Shoes,Nike Air Max,796.78,31.46,4,3218.58,Delivered,2,,21,2
2020-03-22,4142,2020-03-27,791,Ashanti,East,Standard Delivery,Fashion,Accessories,Leather Wallet,1207.03,32.03,2,2446.09,Delivered,4,,39,5
2016-02-01,4143,2016-02-17,384,Weija,South,Standard Delivery,Electronics,Digital Cameras,Sony Alpha a6000,160.6,17.44,3,499.24,Returned,2,Defective,68,16
2017-04-21,4144,2017-05-07,995,Greater Accra,South,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,1482.96,34.13,2,3000.05,Returned,2,Changed Mind,58,16
2015-08-01,4145,2015-08-13,185,Oti,North,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,285.28,16.76,2,587.32,Delivered,3,,29,12
2015-05-12,4146,2015-05-28,430,Upper East,West,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1392.58,28.35,5,6991.25,Delivered,5,,53,16
2015-10-24,4147,2015-11-01,334,Volta,East,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,226.04,36.48,4,940.64,Delivered,3,,23,8
2020-09-14,4148,2020-10-02,210,Oti,South,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,1340.41,39.87,5,6741.92,Delivered,2,,53,18
2018-01-10,4149,2018-01-15,2,Ashanti,West,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,782.02,30.86,1,812.88,Returned,2,Arrived Late,27,5
2016-12-05,4150,2016-12-16,979,Oti,South,Express,Fashion,Shoes,Nike Air Max,1037.96,13.64,4,4165.48,Delivered,2,,64,11
2019-01-28,4151,2019-02-04,736,Greater Accra,North,Shipped from Abroad,Electronics,Digital Cameras,Nikon D3500,335.9,21.13,3,1028.83,Delivered,3,,33,7
2016-08-18,4152,2016-08-30,323,Volta,West,Standard Delivery,Home and Office,Stationery,Parker Pen,261.56,7.17,5,1314.97,Returned,2,Not as expected,63,12
2016-01-23,4153,2016-01-30,12,Weija,East,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,725.71,10.92,5,3639.47,Returned,2,Defective,28,7
2016-04-11,4154,2016-04-29,840,Greater Accra,East,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,1389.48,24.31,4,5582.23,Returned,1,Defective,41,18
2018-03-14,4155,2018-03-30,504,Weija,Central,Standard Delivery,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,934.96,13.19,2,1883.11,Delivered,1,,43,16
2016-06-15,4156,2016-06-22,708,Greater Accra,North,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,783.37,30.55,4,3164.03,Returned,1,Changed Mind,49,7
2019-05-10,4157,2019-05-27,835,Western,Central,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,1451.14,35.89,4,5840.45,Returned,1,Arrived Late,19,17
2019-07-07,4158,2019-07-09,458,Upper East,East,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,512.57,16.75,5,2579.6,Cancelled,1,Defective,46,2
2018-04-26,4159,2018-05-05,112,Oti,East,Express,Health and beauty,Makeup,Maybelline Foundation,657.97,26.17,2,1342.11,Returned,1,Arrived Late,60,9
2016-05-18,4160,2016-05-27,671,Weija,West,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1418.42,34.11,2,2870.95,Delivered,2,,23,9
2017-06-30,4161,2017-07-09,114,Volta,North,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,1352.29,41.58,2,2746.16,Returned,1,Arrived Late,35,9
2020-04-17,4162,2020-04-23,826,Oti,South,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,428.54,45.07,2,902.15,Returned,2,Not as expected,31,6
2020-01-30,4163,2020-02-09,69,Upper East,East,Express,Electronics,Smartwatches,Apple Watch Series 6,1481.19,12.12,2,2974.5,Delivered,3,,70,10
2016-10-06,4164,2016-10-26,213,Oti,South,Shipped from Abroad,Fashion,Shoes,Adidas Ultraboost,211.55,11.39,3,646.04,Delivered,2,,23,20
2019-06-28,4165,2019-07-09,761,Oti,South,Shipped from Abroad,Home and Office,Stationery,Parker Pen,1179.01,37.18,2,2395.2,Delivered,4,,38,11
2017-01-29,4166,2017-02-05,829,Ashanti,West,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,250.97,6.89,5,1261.74,Delivered,4,,40,7
2015-02-07,4167,2015-02-12,934,Western,East,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,685.12,43.62,3,2098.98,Delivered,2,,44,5
2016-07-14,4168,2016-07-29,469,Volta,East,Express,Electronics,Home Theatre,LG Soundbar,1049.79,44.15,4,4243.31,Delivered,1,,50,15
2016-09-03,4169,2016-09-19,708,Western,East,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,185.78,40.01,1,225.79,Returned,1,Defective,49,16
2020-01-05,4170,2020-01-12,207,Oti,East,Express,Home and Office,Stationery,Parker Pen,1096.01,35.92,1,1131.93,Delivered,3,,37,7
2018-12-14,4171,2019-01-01,142,Volta,East,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1341.82,46.01,2,2729.65,Returned,2,Arrived Late,35,18
2019-09-05,4172,2019-09-15,341,Oti,South,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,400.3,8.92,5,2010.42,Delivered,4,,48,10
2015-01-01,4173,2015-01-05,904,Oti,West,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,1392.99,7.17,3,4186.14,Delivered,2,,41,4
2017-04-24,4174,2017-05-02,237,Ashanti,Central,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,702.77,22.41,3,2130.72,Delivered,2,,58,8
2018-12-11,4175,2018-12-25,579,Upper East,East,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,819.67,24.69,5,4123.04,Delivered,2,,23,14
2015-03-10,4176,2015-03-24,520,Volta,West,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,954.01,22.58,1,976.59,Delivered,2,,56,14
2020-01-11,4177,2020-01-13,468,Greater Accra,West,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,631.85,32.36,2,1296.06,Delivered,2,,54,2
2016-12-09,4178,2016-12-23,678,Western,West,Standard Delivery,Home and Office,Stationery,Parker Pen,539.96,25.78,4,2185.62,Delivered,3,,36,14
2019-05-11,4179,2019-05-14,820,Upper East,West,Express,Electronics,Smartwatches,Samsung Galaxy Watch 3,312.73,42.18,3,980.37,Delivered,4,,27,3
2015-08-07,4180,2015-08-24,275,Volta,North,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,113.95,29.75,4,485.55,Delivered,3,,19,17
2017-09-15,4181,2017-09-27,267,Volta,Central,Express,Home and Office,Stationery,Parker Pen,769.7,24.91,2,1564.31,Delivered,3,,36,12
2015-08-06,4182,2015-08-25,76,Oti,South,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,248.78,11.22,3,757.56,Delivered,4,,29,19
2018-11-27,4183,2018-12-10,100,Upper East,South,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,663.22,24.34,4,2677.22,Delivered,2,,67,13
2020-07-07,4184,2020-07-19,569,Oti,East,Standard Delivery,Fashion,Accessories,Leather Wallet,390.67,28.52,5,1981.87,Returned,2,Arrived Late,31,12
2018-07-15,4185,2018-07-28,197,Ashanti,North,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,1494.17,30.15,2,3018.49,Delivered,2,,50,13
2016-01-15,4186,2016-02-03,645,Upper East,East,Express,Phones and Tablet,Mobile phones,iPhone 12,371.45,23.26,5,1880.51,Delivered,5,,51,19
2018-07-30,4187,2018-08-13,997,Ashanti,North,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,1149.14,12.01,5,5757.71,Returned,1,Changed Mind,52,14
2018-04-22,4188,2018-05-02,688,Upper East,East,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,27.32,13.87,5,150.47,Delivered,3,,46,10
2016-09-15,4189,2016-09-29,693,Upper East,East,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,738.79,13.67,4,2968.83,Delivered,3,,29,14
2017-07-08,4190,2017-07-16,146,Greater Accra,West,Express,Fashion,Shoes,Nike Air Max,54.7,9.02,1,63.72,Delivered,1,,46,8
2016-04-09,4191,2016-04-21,772,Volta,South,Standard Delivery,Phones and Tablet,Mobile phones,iPhone 12,351.42,29.8,2,732.64,Delivered,5,,66,12
2020-04-03,4192,2020-04-05,926,Upper East,West,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1096.93,33.03,3,3323.82,Returned,2,Changed Mind,32,2
2017-05-12,4193,2017-05-29,678,Oti,West,Standard Delivery,Electronics,Smartwatches,Apple Watch Series 6,1103.29,6.42,2,2213.0,Delivered,3,,36,17
2016-05-07,4194,2016-05-09,534,Weija,East,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,1433.98,8.46,5,7178.36,Delivered,3,,52,2
2017-09-02,4195,2017-09-13,622,Ashanti,East,Shipped from Abroad,Home and Office,Stationery,Parker Pen,267.26,46.94,4,1115.98,Delivered,3,,62,11
2015-07-08,4196,2015-07-13,983,Oti,East,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,18.12,14.47,1,32.59,Delivered,1,,46,5
2020-01-14,4197,2020-02-03,840,Western,West,Express,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,447.79,25.2,3,1368.57,Delivered,4,,41,20
2020-01-31,4198,2020-02-09,199,Volta,South,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,1186.8,9.16,4,4756.36,Delivered,2,,24,9
